Player,Nation,Pos,Squad,Comp,Age,MP,Min,TklW,Int,Clr,Blocks,Carries,PrgDist,FinalThird,Ast,KP,CrsPA
Brenden Aaronson,us USA,"MF,FW",Leeds United,eng Premier League,25-203,35,2301,26,17,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
Zach Abbott,eng ENG,DF,Nottingham Forest,eng Premier League,20-000,3,164,4,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jones El-Abdellaoui,ma MAR,"MF,FW",Celta Vigo,es La Liga,20-121,22,681,3,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Himad Abdelli,dz ALG,MF,Marseille,fr Ligue 1,26-177,8,138,1,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Himad Abdelli,dz ALG,MF,Angers,fr Ligue 1,26-177,13,943,17,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ali Abdi,tn TUN,"MF,DF",Nice,fr Ligue 1,32-144,21,1097,10,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Salis Abdul Samed,gh GHA,MF,Nice,fr Ligue 1,26-048,18,911,7,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Saud Abdulhamid,sa KSA,MF,Lens,fr Ligue 1,26-299,24,1307,22,9,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Tay Abed,il ISR,MF,Levante,es La Liga,22-066,6,48,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Laurent Abergel,fr FRA,MF,Lorient,fr Ligue 1,33-101,27,2253,23,28,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Matthis Abline,fr FRA,"FW,MF",Nantes,fr Ligue 1,23-046,32,2494,13,9,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Abner,br BRA,"DF,MF",Lyon,fr Ligue 1,25-351,25,2060,21,8,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Zakaria Aboukhlal,ma MAR,MF,Torino,it Serie A,26-084,15,511,12,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Abdel Abqar,ma MAR,DF,Getafe,es La Liga,27-064,21,1328,16,20,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Tammy Abraham,eng ENG,FW,Aston Villa,eng Premier League,28-223,12,286,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Francis Abu,gh GHA,MF,Toulouse,fr Ligue 1,25-016,8,526,12,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Giorgi Abuashvili,ge GEO,"MF,FW",Metz,fr Ligue 1,23-094,22,624,7,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mathieu Acapandié,mg MAD,"MF,DF",Nantes,fr Ligue 1,21-150,6,261,1,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Francesco Acerbi,it ITA,DF,Inter,it Serie A,38-092,17,1288,9,18,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Ragnar Ache,de GER,FW,Köln,de Bundesliga,27-289,29,1718,8,4,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Joshua Acheampong,eng ENG,DF,Chelsea,eng Premier League,20-008,15,587,7,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Akor Adams,ng NGA,FW,Sevilla,es La Liga,26-104,29,1862,3,1,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Che Adams,sct SCO,FW,Torino,it Serie A,29-304,31,1826,9,1,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Tyler Adams,us USA,MF,Bournemouth,eng Premier League,27-088,23,1593,20,27,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Junior Adamu,at AUT,FW,Freiburg,de Bundesliga,24-341,9,446,6,5,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Tosin Adarabioyo,eng ENG,DF,Chelsea,eng Premier League,28-231,16,795,6,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jayden Addai,nl NED,MF,Como,it Serie A,20-260,12,686,2,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Karim Adeyemi,de GER,"MF,FW",Dortmund,de Bundesliga,24-115,27,1187,4,8,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Simon Adingra,ci CIV,"MF,FW",Sunderland,eng Premier League,24-132,14,653,8,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Simon Adingra,ci CIV,"MF,FW",Monaco,fr Ligue 1,24-132,13,780,9,6,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Nathaniel Adjei,gh GHA,DF,Lorient,fr Ligue 1,23-265,14,763,7,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jonas Adjetey,gh GHA,DF,Wolfsburg,de Bundesliga,22-151,4,137,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Amine Adli,ma MAR,MF,Bournemouth,eng Premier League,26-003,30,1076,16,5,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Vasilije Adžić,me MNE,MF,Juventus,it Serie A,20-001,10,171,2,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Michel Aebischer,ch SUI,MF,Pisa,it Serie A,29-127,33,2742,36,33,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
David Affengruber,at AUT,DF,Elche,es La Liga,25-055,34,2769,46,47,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Dapo Afolayan,eng ENG,MF,St Pauli,de Bundesliga,28-244,7,150,2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Emmanuel Agbadou,ci CIV,DF,Wolves,eng Premier League,28-330,14,1101,21,14,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Julen Agirrezabala,es ESP,GK,Valencia,es La Liga,25-138,18,1620,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lucien Agoume,fr FRA,MF,Sevilla,es La Liga,24-093,31,2474,36,48,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Felix Agu,ng NGA,"DF,MF",Werder Bremen,de Bundesliga,26-228,11,744,14,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Diego Aguado,es ESP,DF,Real Madrid,es La Liga,19-095,1,30,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Marc Aguado,es ESP,MF,Elche,es La Liga,26-080,33,2327,25,40,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Pablo Agudín,es ESP,MF,Oviedo,es La Liga,18-186,6,78,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nayef Aguerd,ma MAR,DF,Marseille,fr Ligue 1,30-044,16,1396,16,21,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nayef Aguerd,ma MAR,DF,West Ham United,eng Premier League,30-044,2,180,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ruben Aguilar,fr FRA,MF,Lens,fr Ligue 1,33-017,24,1591,23,21,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Ibai Aguirre,es ESP,MF,Real Sociedad,es La Liga,19-123,1,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Naouirou Ahamada,fr FRA,MF,Auxerre,fr Ligue 1,24-045,14,592,9,4,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Honest Ahanor,it ITA,DF,Atalanta,it Serie A,18-079,20,1197,17,21,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lucas Ahijado,es ESP,DF,Oviedo,es La Liga,31-103,17,988,28,15,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,30-226,8,639,3,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ola Aina,ng NGA,DF,Nottingham Forest,eng Premier League,29-217,18,1588,21,26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Abdelhamid Ait Boudlal,ma MAR,DF,Rennes,fr Ligue 1,20-027,19,1313,11,17,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Rayan Aït-Nouri,dz ALG,DF,Manchester City,eng Premier League,24-341,15,870,20,13,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Tosin Aiyegun,bj BEN,"FW,MF",Lorient,fr Ligue 1,27-321,26,1049,5,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Junior Ajayi,ci CIV,FW,Hellas Verona,it Serie A,21-214,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,28-026,26,1729,22,13,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,32-077,30,2640,19,10,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0
Manuel Akanji,ch SUI,DF,Inter,it Serie A,30-298,33,2821,24,37,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nathan Aké,nl NED,DF,Manchester City,eng Premier League,31-084,16,586,6,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ilias Akhomach,ma MAR,MF,Villarreal,es La Liga,22-027,9,188,4,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ilias Akhomach,ma MAR,"MF,FW",Rayo Vallecano,es La Liga,22-027,11,709,10,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Ebenezer Akinsanmiro,ng NGA,MF,Pisa,it Serie A,21-169,22,1340,24,24,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,24-077,30,2334,25,17,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0
Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,24-170,26,1944,19,23,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jean-Daniel Akpa-Akpro,ci CIV,MF,Hellas Verona,it Serie A,33-214,20,1384,28,19,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,31-024,7,46,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Al-Musrati,ly LBY,MF,Hellas Verona,it Serie A,30-037,17,811,6,10,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
David Alaba,at AUT,DF,Real Madrid,es La Liga,33-323,9,265,4,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Agustín Albarracín,uy URU,FW,Cagliari,it Serie A,20-257,2,33,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mathis Albert,us USA,FW,Dortmund,de Bundesliga,16-357,1,2,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Raúl Albiol,es ESP,DF,Pisa,it Serie A,40-251,8,500,4,7,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Carlos Alcaraz,ar ARG,MF,Everton,eng Premier League,23-164,19,682,8,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Omar Alderete,py PAR,DF,Sunderland,eng Premier League,29-138,32,2776,18,36,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Alexandre Alemão,br BRA,FW,Rayo Vallecano,es La Liga,28-042,23,1002,2,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Carles Aleñá,es ESP,MF,Alavés,es La Liga,28-128,34,1989,24,12,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Trent Alexander-Arnold,eng ENG,DF,Real Madrid,es La Liga,27-218,19,1086,10,13,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Alfon,es ESP,MF,Villarreal,es La Liga,27-009,9,288,1,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Alfon,es ESP,MF,Sevilla,es La Liga,27-009,10,312,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,22-114,23,1622,9,4,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Alisson,br BRA,GK,Liverpool,eng Premier League,33-223,25,2250,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jim Allevinah,ga GAB,MF,Angers,fr Ligue 1,31-075,6,133,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Max Alleyne,eng ENG,DF,Manchester City,eng Premier League,20-296,2,135,3,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Thiago Almada,ar ARG,"MF,FW",Atlético Madrid,es La Liga,25-017,26,1266,16,7,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Domingos André Ribeiro Almeida,pt POR,MF,Valencia,es La Liga,25-348,20,1008,10,8,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Pontus Almqvist,se SWE,MF,Parma,it Serie A,26-307,12,438,6,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,35-136,30,2588,24,29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Adrià Altimira,es ESP,"DF,MF",Villarreal,es La Liga,25-046,1,9,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Sergi Altimira,es ESP,MF,Real Betis,es La Liga,24-261,24,1186,36,20,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Carlos Álvarez,es ESP,MF,Levante,es La Liga,22-280,30,1890,13,13,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Hugo Álvarez,es ESP,"FW,MF",Celta Vigo,es La Liga,22-315,26,1297,9,10,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,26-102,29,1895,13,3,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,31-109,4,333,1,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,24-009,2,34,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ayoube Amaimouni Echghouyab,ma MAR,"MF,FW",Eintracht Frankfurt,de Bundesliga,21-164,17,586,5,2,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Jaydon Amauri Banel,nl NED,"FW,MF",Burnley,eng Premier League,21-206,1,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Giuseppe Ambrosino,it ITA,FW,Napoli,it Serie A,22-245,3,38,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Zeki Amdouni,ch SUI,"FW,MF",Burnley,eng Premier League,25-160,2,27,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Aurele Amenda,ch SUI,DF,Eintracht Frankfurt,de Bundesliga,22-286,23,1588,11,29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,28-094,23,1961,18,8,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Mohamed Amine Sbai,fr FRA,"MF,FW",Angers,fr Ligue 1,25-189,24,1728,10,4,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Michael Amir Murillo,pa PAN,"DF,MF",Marseille,fr Ligue 1,30-091,16,989,13,6,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,29-198,25,2016,16,19,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Samuel Amo-Ameyaw,eng ENG,"MF,DF",Strasbourg,fr Ligue 1,19-299,24,1028,11,3,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Amorim,br BRA,MF,Genoa,it Serie A,20-360,9,395,4,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mathis Amougou,fr FRA,MF,Strasbourg,fr Ligue 1,20-115,12,409,11,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mohamed Amoura,dz ALG,"FW,MF",Wolfsburg,de Bundesliga,26-004,29,1918,22,7,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Ethan Ampadu,wls WAL,MF,Leeds United,eng Premier League,25-241,33,2939,45,50,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Sofyan Amrabat,ma MAR,MF,Real Betis,es La Liga,29-265,16,1216,13,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,29-347,33,2875,26,34,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Elliot Anderson,eng ENG,MF,Nottingham Forest,eng Premier League,23-188,36,3177,57,38,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Tomoya Ando,jp JPN,DF,St Pauli,de Bundesliga,27-123,14,1170,19,14,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Nícolas Andrade,br BRA,GK,Pisa,it Serie A,38-031,6,540,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
André,br BRA,MF,Wolves,eng Premier League,24-301,33,2582,39,23,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Benjamin André,fr FRA,MF,Lille,fr Ligue 1,35-283,26,2242,40,31,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Robert Andrich,de GER,"DF,MF",Leverkusen,de Bundesliga,31-233,31,2485,30,33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Manuel Ángel,es ESP,MF,Real Madrid,es La Liga,22-059,4,96,3,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Miguel Ángel Rubio,es ESP,DF,Espanyol,es La Liga,28-063,12,206,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Miguel Ángel Sierra,es ESP,FW,Sevilla,es La Liga,21-303,4,62,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Angeliño,es ESP,MF,Roma,it Serie A,29-129,7,416,7,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Samuele Angori,it ITA,MF,Pisa,it Serie A,22-218,33,2419,25,23,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Nilson Angulo,ec ECU,MF,Sunderland,eng Premier League,22-328,6,268,5,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Faustino Anjorin,eng ENG,MF,Torino,it Serie A,24-171,15,289,5,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ilyas Ansah,de GER,"MF,FW",Union Berlin,de Bundesliga,21-186,32,1828,9,4,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Aaron Anselmino,ar ARG,DF,Dortmund,de Bundesliga,21-014,6,368,8,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Aaron Anselmino,ar ARG,DF,Strasbourg,fr Ligue 1,21-014,3,16,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Andrés Antañón,es ESP,FW,Celta Vigo,es La Liga,19-111,2,63,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jaidon Anthony,eng ENG,MF,Burnley,eng Premier League,26-163,35,2548,21,16,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,29-297,31,2790,41,28,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kyllian Antonio,fr FRA,DF,Lens,fr Ligue 1,18-129,2,121,3,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Antoniu,es ESP,MF,Espanyol,es La Liga,23-250,10,167,4,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Antony,br BRA,"MF,FW",Real Betis,es La Liga,26-078,30,2273,22,21,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0
Youssef El-Arabi,ma MAR,FW,Nantes,fr Ligue 1,39-099,25,941,9,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mauro Arambarri,uy URU,MF,Getafe,es La Liga,30-225,34,2979,41,20,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,23-294,32,2604,60,43,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Juan Arango,ve VEN,MF,Girona,es La Liga,19-346,2,18,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ronald Araújo,uy URU,DF,Barcelona,es La Liga,27-067,22,998,10,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,29-319,25,2014,28,29,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Antonio Arena,it ITA,FW,Roma,it Serie A,17-092,2,23,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Alphonse Areola,fr FRA,GK,West Ham United,eng Premier League,33-075,20,1800,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Jesús Areso,es ESP,DF,Athletic Club,es La Liga,26-315,25,1436,15,20,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Jeremy Arévalo,ec ECU,FW,Stuttgart,de Bundesliga,21-055,7,38,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Paul Argney,fr FRA,GK,Le Havre,fr Ligue 1,19-355,1,90,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Iñigo Arguibide,es ESP,DF,Osasuna,es La Liga,21-024,6,187,3,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jhon Arias,co COL,"FW,MF",Wolves,eng Premier League,28-234,23,1124,27,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Juan Arizala,co COL,MF,Udinese,it Serie A,20-215,9,132,2,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Adam Armstrong,eng ENG,"FW,MF",Wolves,eng Premier League,29-092,12,996,3,1,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,19-114,12,500,10,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,31-351,25,1859,15,24,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Tolu Arokodare,ng NGA,FW,Wolves,eng Premier League,25-171,31,1375,3,5,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Love Arrhov,se SWE,MF,Eintracht Frankfurt,de Bundesliga,17-361,5,65,2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kervin Arriaga,hn HON,MF,Levante,es La Liga,28-128,25,1397,22,14,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Arthur,br BRA,MF,Leverkusen,de Bundesliga,23-057,19,1107,12,18,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Takuma Asano,jp JPN,"MF,FW",Mallorca,es La Liga,31-184,17,557,5,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,23-089,21,1528,11,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Fisnik Asllani,xk KVX,"FW,MF",Hoffenheim,de Bundesliga,23-278,32,2271,7,5,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0
Kristjan Asllani,al ALB,MF,Torino,it Serie A,24-065,15,1129,14,12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Joel Asoro,se SWE,FW,Metz,fr Ligue 1,27-016,8,227,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,38-285,30,1043,11,12,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,22-175,15,611,4,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lorenz Assignon,tg TOG,"DF,MF",Stuttgart,de Bundesliga,25-325,24,1094,15,15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Dehmaine Assoumani,fr FRA,MF,Nantes,fr Ligue 1,21-026,27,1276,18,16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lander Astiazaran,es ESP,MF,Real Sociedad,es La Liga,20-036,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Otavio Ataide,br BRA,DF,Paris FC,fr Ligue 1,24-022,22,1818,26,26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Zachary Athekame,ch SUI,"MF,DF",Milan,it Serie A,21-151,25,713,7,4,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Arthur Atta,fr FRA,MF,Udinese,it Serie A,23-119,30,2377,15,22,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,23-353,33,2970,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,fr Ligue 1,36-329,29,1949,6,7,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
Emil Audero,id IDN,GK,Cremonese,it Serie A,29-115,32,2880,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Carlos Augusto,br BRA,"MF,DF",Inter,it Serie A,27-126,32,1583,21,17,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,25-165,22,1832,17,21,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Leon Avdullahu,xk KVX,MF,Hoffenheim,de Bundesliga,22-079,32,2744,29,33,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Ezequiel Ávila,ar ARG,FW,Real Betis,es La Liga,32-096,14,363,2,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Arthur Avom,cm CMR,MF,Lorient,fr Ligue 1,21-149,30,2094,31,28,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,29-132,26,2231,20,20,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Taiwo Awoniyi,ng NGA,FW,Nottingham Forest,eng Premier League,28-274,15,444,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Yasin Ayari,se SWE,MF,Brighton,eng Premier League,22-219,28,1920,25,25,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Neil El Aynaoui,ma MAR,MF,Roma,it Serie A,24-315,23,864,8,18,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Ilyas Azizi,fr FRA,FW,Toulouse,fr Ligue 1,18-027,3,29,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
César Azpilicueta,es ESP,DF,Sevilla,es La Liga,36-258,15,1033,17,22,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Oussama El Azzouzi,ma MAR,"MF,DF",Auxerre,fr Ligue 1,24-349,11,807,15,16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mio Backhaus,de GER,GK,Werder Bremen,de Bundesliga,22-027,31,2790,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Loïc Bade,fr FRA,DF,Leverkusen,de Bundesliga,26-032,23,1653,19,21,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,25-048,8,471,5,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Alex Baena,es ESP,"MF,FW",Atlético Madrid,es La Liga,24-297,25,1440,9,15,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Samson Baidoo,at AUT,DF,Lens,fr Ligue 1,22-043,22,1768,22,25,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
